0	0	7	46072064
0	1	7	44397329
0	2	7	44266559
0	3	7	30161871
0	4	7	30117748
0	5	7	30116645
0	6	7	30115777
0	7	7	30179749
0	8	7	30125624
0	9	7	43716543
1	0	11	48498788
1	1	11	48502105
1	2	11	48406572
1	3	11	48500607
1	4	11	48229870
1	5	11	48503904
1	6	11	48420870
1	7	11	48510069
1	8	11	48408007
1	9	11	48520008
2	0	56	46518207
2	1	56	48084478
2	2	56	48029279
2	3	56	32783726
2	4	56	47239587
2	5	56	32821204
2	6	56	48530534
2	7	56	48583857
2	8	56	48518747
2	9	56	48543280
3	0	154	45943267
3	1	154	45974996
3	2	154	45326365
3	3	154	45435069
3	4	154	45429868
3	5	154	45410277
3	6	154	45943372
3	7	154	45960291
3	8	154	45965086
3	9	154	45898540
4	0	104	1116908450
4	1	104	1116878474
4	2	104	830390888
4	3	104	832330291
4	4	104	831121272
4	5	104	830562078
4	6	104	831434692
4	7	104	830264579
4	8	104	829799970
4	9	104	832410148
